eventName,year,categoryName,characterName,isWinner,isMultifilm,nomineeIds,nomId,filmId,name,surname,placeName,stateName,dateOfBirth,raceName,religionName,sexualOrientationName,nominationName,movieName,bioURL
11,1938,Acting,Peter Goodwin,True,False,nm0000974,an0049856,tt0030317,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Come and Get It,http://www.nndb.com/people/347/000032251/
11,1938,Acting,Peter Goodwin,True,False,nm0000974,an0049856,tt0030317,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Kentucky,http://www.nndb.com/people/347/000032251/
11,1938,Acting,Peter Goodwin,True,False,nm0000974,an0049856,tt0030317,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,The Westerner,http://www.nndb.com/people/347/000032251/
13,1940,Acting,Judge Roy Bean,True,False,nm0000974,an0052934,tt0033253,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Come and Get It,http://www.nndb.com/people/347/000032251/
13,1940,Acting,Judge Roy Bean,True,False,nm0000974,an0052934,tt0033253,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Kentucky,http://www.nndb.com/people/347/000032251/
13,1940,Acting,Judge Roy Bean,True,False,nm0000974,an0052934,tt0033253,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,The Westerner,http://www.nndb.com/people/347/000032251/
14,1941,Acting,Pastor Posier Pile,False,False,nm0000974,an0056809,tt0034167,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Come and Get It,http://www.nndb.com/people/347/000032251/
14,1941,Acting,Pastor Posier Pile,False,False,nm0000974,an0056809,tt0034167,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,Kentucky,http://www.nndb.com/people/347/000032251/
14,1941,Acting,Pastor Posier Pile,False,False,nm0000974,an0056809,tt0034167,Walter,Brennan,Swampscott, Ma,1894-07-25,White,Na,Straight,Best Supporting Actor,The Westerner,http://www.nndb.com/people/347/000032251/
9,1936,Acting,Anna Held,True,False,nm0707023,an0056270,tt0027698,Luise,Rainer,Dusseldorf, Germany,1910-01-12,White,Jewish,Straight,Best Actress,The Great Ziegfeld,http://www.nndb.com/people/796/000030706/
9,1936,Acting,Anna Held,True,False,nm0707023,an0056270,tt0027698,Luise,Rainer,Dusseldorf, Germany,1910-01-12,White,Jewish,Straight,Best Actress,The Good Earth,http://www.nndb.com/people/796/000030706/
10,1937,Acting,O-Lan,True,False,nm0707023,an0047883,tt0028944,Luise,Rainer,Dusseldorf, Germany,1910-01-12,White,Jewish,Straight,Best Actress,The Great Ziegfeld,http://www.nndb.com/people/796/000030706/
10,1937,Acting,O-Lan,True,False,nm0707023,an0047883,tt0028944,Luise,Rainer,Dusseldorf, Germany,1910-01-12,White,Jewish,Straight,Best Actress,The Good Earth,http://www.nndb.com/people/796/000030706/
9,1936,Acting,Angelica Bullock,False,False,nm0103567,an0056282,tt0028010,Alice,Brady,New York City, New York,1892-11-02,White,Na,Straight,Best Supporting Actress,In Old Chicago,http://www.nndb.com/people/079/000063887/
10,1937,Acting,Molly O'Leary,True,False,nm0103567,an0047893,tt0029047,Alice,Brady,New York City, New York,1892-11-02,White,Na,Straight,Best Supporting Actress,In Old Chicago,http://www.nndb.com/people/079/000063887/
9,1936,Acting,Faith Paleologue,True,False,nm0814216,an0056280,tt0027300,Gale,Sondergaard,Litchfield, Mn,1899-02-15,White,Na,Straight,Best Supporting Actress,Anthony Adverse,http://www.nndb.com/people/062/000063870/
19,1946,Acting,Lady Thiang,False,False,nm0814216,an0047592,tt0038303,Gale,Sondergaard,Litchfield, Mn,1899-02-15,White,Na,Straight,Best Supporting Actress,Anthony Adverse,http://www.nndb.com/people/062/000063870/
9,1936,Directing,,False,False,nm0943758,an0056289,tt0027532,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
9,1936,Directing,,False,False,nm0943758,an0056289,tt0027532,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
9,1936,Directing,,False,False,nm0943758,an0056289,tt0027532,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
12,1939,Directing,,False,False,nm0943758,an0047466,tt0032145,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
12,1939,Directing,,False,False,nm0943758,an0047466,tt0032145,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
12,1939,Directing,,False,False,nm0943758,an0047466,tt0032145,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
13,1940,Directing,,False,False,nm0943758,an0052948,tt0032701,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
13,1940,Directing,,False,False,nm0943758,an0052948,tt0032701,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
13,1940,Directing,,False,False,nm0943758,an0052948,tt0032701,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
14,1941,Directing,,False,False,nm0943758,an0056822,tt0033836,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
14,1941,Directing,,False,False,nm0943758,an0056822,tt0033836,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
14,1941,Directing,,False,False,nm0943758,an0056822,tt0033836,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
15,1942,Directing,,True,False,nm0943758,an0051634,tt0035093,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
15,1942,Directing,,True,False,nm0943758,an0051634,tt0035093,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
15,1942,Directing,,True,False,nm0943758,an0051634,tt0035093,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
19,1946,Directing,,True,False,nm0943758,an0047593,tt0036868,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
19,1946,Directing,,True,False,nm0943758,an0047593,tt0036868,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
19,1946,Directing,,True,False,nm0943758,an0047593,tt0036868,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
22,1949,Directing,,False,False,nm0943758,an0056159,tt0041452,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
22,1949,Directing,,False,False,nm0943758,an0056159,tt0041452,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
22,1949,Directing,,False,False,nm0943758,an0056159,tt0041452,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
24,1951,Directing,,False,False,nm0943758,an0050679,tt0043465,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
24,1951,Directing,,False,False,nm0943758,an0050679,tt0043465,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
24,1951,Directing,,False,False,nm0943758,an0050679,tt0043465,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
26,1953,Directing,,False,False,nm0943758,an0050555,tt0046250,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
26,1953,Directing,,False,False,nm0943758,an0050555,tt0046250,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
26,1953,Directing,,False,False,nm0943758,an0050555,tt0046250,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
29,1956,Directing,,False,False,nm0943758,an0051508,tt0049233,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
29,1956,Directing,,False,False,nm0943758,an0051508,tt0049233,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
29,1956,Directing,,False,False,nm0943758,an0051508,tt0049233,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
32,1959,Directing,,True,False,nm0943758,an0055750,tt0052618,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
32,1959,Directing,,True,False,nm0943758,an0055750,tt0052618,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
32,1959,Directing,,True,False,nm0943758,an0055750,tt0052618,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
38,1965,Directing,,False,False,nm0943758,an0054063,tt0059043,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
38,1965,Directing,,False,False,nm0943758,an0054063,tt0059043,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
38,1965,Directing,,False,False,nm0943758,an0054063,tt0059043,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
38,1965,Special,,True,False,nm0943758,an0047998,,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Mrs. Miniver,http://www.nndb.com/people/463/000032367/
38,1965,Special,,True,False,nm0943758,an0047998,,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,The Best Years of Our Lives,http://www.nndb.com/people/463/000032367/
38,1965,Special,,True,False,nm0943758,an0047998,,William,Wyler,Mulhouse, Haut-Rhin,1902-07-01,White,Na,Straight,Best Director,Ben-Hur,http://www.nndb.com/people/463/000032367/
10,1937,Acting,Doctor Kersaint,False,False,nm0593775,an0047890,tt0029030,Thomas,Mitchell,Elizabeth, Nj,1892-07-11,White,Na,Straight,Best Supporting Actor,Stagecoach,http://www.nndb.com/people/116/000063924/
12,1939,Acting,Dr. Josiah Boone,True,False,nm0593775,an0047452,tt0031971,Thomas,Mitchell,Elizabeth, Nj,1892-07-11,White,Na,Straight,Best Supporting Actor,Stagecoach,http://www.nndb.com/people/116/000063924/
10,1937,Acting,Captain Alfred Dreyfus,True,False,nm0771584,an0047888,tt0029146,Joseph,Schildkraut,Vienna, Austria,1896-03-22,White,Na,Straight,Best Supporting Actor,The Life of Emile Zola,http://www.nndb.com/people/115/000063923/
10,1937,Acting,Francie,False,False,nm0872456,an0047896,tt0028773,Claire,Trevor,New York City, New York,1910-03-08,White,Na,Straight,Best Supporting Actress,Key Largo,http://www.nndb.com/people/085/000063893/
21,1948,Acting,Gaye,True,False,nm0872456,an0049993,tt0040506,Claire,Trevor,New York City, New York,1910-03-08,White,Na,Straight,Best Supporting Actress,Key Largo,http://www.nndb.com/people/085/000063893/
27,1954,Acting,Mary Holst,False,False,nm0872456,an0054677,tt0047086,Claire,Trevor,New York City, New York,1910-03-08,White,Na,Straight,Best Supporting Actress,Key Largo,http://www.nndb.com/people/085/000063893/
10,1937,Directing,,True,False,nm0564970,an0047898,tt0028597,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,The Awful Truth,http://www.nndb.com/people/380/000044248/
10,1937,Directing,,True,False,nm0564970,an0047898,tt0028597,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,Going My Way,http://www.nndb.com/people/380/000044248/
17,1944,Directing,,True,False,nm0564970,an0052566,tt0036872,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,The Awful Truth,http://www.nndb.com/people/380/000044248/
17,1944,Directing,,True,False,nm0564970,an0052566,tt0036872,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,Going My Way,http://www.nndb.com/people/380/000044248/
17,1944,Writing,,True,False,nm0564970,an0052571,tt0036872,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,The Awful Truth,http://www.nndb.com/people/380/000044248/
17,1944,Writing,,True,False,nm0564970,an0052571,tt0036872,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,Going My Way,http://www.nndb.com/people/380/000044248/
18,1945,Directing,,False,False,nm0564970,an0056002,tt0037536,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,The Awful Truth,http://www.nndb.com/people/380/000044248/
18,1945,Directing,,False,False,nm0564970,an0056002,tt0037536,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,Going My Way,http://www.nndb.com/people/380/000044248/
25,1952,Writing,,False,False,nm0564970,an0049278,tt0044941,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,The Awful Truth,http://www.nndb.com/people/380/000044248/
25,1952,Writing,,False,False,nm0564970,an0049278,tt0044941,Leo,McCarey,Los Angeles, Ca,1898-10-03,White,Na,Straight,Best Director,Going My Way,http://www.nndb.com/people/380/000044248/
11,1938,Acting,Rocky Sullivan,False,False,nm0000010,an0049848,tt0029870,James,Cagney,Manhattan, Ny,1899-07-17,White,Roman Catholic,Straight,Best Actor,Yankee Doodle Dandy,http://www.nndb.com/people/798/000024726/
15,1942,Acting,George M. Cohan,True,False,nm0000010,an0051614,tt0035575,James,Cagney,Manhattan, Ny,1899-07-17,White,Roman Catholic,Straight,Best Actor,Yankee Doodle Dandy,http://www.nndb.com/people/798/000024726/
28,1955,Acting,Martin Snyder,False,False,nm0000010,an0054171,tt0048317,James,Cagney,Manhattan, Ny,1899-07-17,White,Roman Catholic,Straight,Best Actor,Yankee Doodle Dandy,http://www.nndb.com/people/798/000024726/
11,1938,Acting,Andrew Mason,False,False,nm0232196,an0049849,tt0029995,Robert,Donat,Withington, Manchester,1905-03-18,White,Na,Straight,Best Actor,Goodbye Mr. Chips,http://www.nndb.com/people/742/000063553/
12,1939,Acting,Mr. Chips,True,False,nm0232196,an0047442,tt0031385,Robert,Donat,Withington, Manchester,1905-03-18,White,Na,Straight,Best Actor,Goodbye Mr. Chips,http://www.nndb.com/people/742/000063553/
11,1938,Acting,Hannah,False,False,nm0047810,an0049852,tt0030973,Fay,Bainter,Los Angeles, Ca,1891-12-07,White,Na,Straight,Best Supporting Actress,Jezebel,http://www.nndb.com/people/074/000063882/
11,1938,Acting,Aunt Belle Massey,True,False,nm0047810,an0049861,tt0030287,Fay,Bainter,Los Angeles, Ca,1891-12-07,White,Na,Straight,Best Supporting Actress,Jezebel,http://www.nndb.com/people/074/000063882/
34,1961,Acting,Mrs. Amelia Tilford,False,False,nm0047810,an0048414,tt0054743,Fay,Bainter,Los Angeles, Ca,1891-12-07,White,Na,Straight,Best Supporting Actress,Jezebel,http://www.nndb.com/people/074/000063882/
11,1938,Acting,Eliza Doolittle,False,False,nm0384908,an0049853,tt0030637,Wendy,Hiller,Bramhall, Cheshire,1912-08-15,White,Na,Straight,Best Supporting Actress,Separate Tables,http://www.nndb.com/people/056/000063864/
31,1958,Acting,Pat Cooper,True,False,nm0384908,an0055506,tt0052182,Wendy,Hiller,Bramhall, Cheshire,1912-08-15,White,Na,Straight,Best Supporting Actress,Separate Tables,http://www.nndb.com/people/056/000063864/
39,1966,Acting,Alice More,False,False,nm0384908,an0054420,tt0060665,Wendy,Hiller,Bramhall, Cheshire,1912-08-15,White,Na,Straight,Best Supporting Actress,Separate Tables,http://www.nndb.com/people/056/000063864/
12,1939,Acting,Heathcliff,False,False,nm0000059,an0047444,tt0032145,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
13,1940,Acting,Maxim de Winter,False,False,nm0000059,an0052928,tt0032976,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
19,1946,Acting,Henry V,False,False,nm0000059,an0047574,tt0036910,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
21,1948,Acting,Hamlet,True,False,nm0000059,an0049978,tt0040416,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
21,1948,Directing,,False,False,nm0000059,an0050001,tt0040416,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
33,1960,Acting,Archie Rice,False,False,nm0000059,an0051849,tt0053796,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
38,1965,Acting,Othello,False,False,nm0000059,an0054041,tt0059555,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
45,1972,Acting,Andrew Wyke,False,False,nm0000059,an0053941,tt0069281,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
49,1976,Acting,Szell,False,False,nm0000059,an0054548,tt0074860,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
51,1978,Acting,Ezra Lieberman,False,False,nm0000059,an0050128,tt0077269,Laurence,Olivier,Dorking, Surrey,1907-05-22,White,Na,Bisexual,Best Actor,Hamlet,http://www.nndb.com/people/607/000022541/
12,1939,Acting,Katherine Chipping,False,False,nm0002093,an0047451,tt0031385,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
14,1941,Acting,Edna Gladney,False,False,nm0002093,an0056806,tt0033407,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
15,1942,Acting,Kay Miniver,True,False,nm0002093,an0051619,tt0035093,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
16,1943,Acting,Madame Marie Curie,False,False,nm0002093,an0049566,tt0036126,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
17,1944,Acting,Susie Parkington,False,False,nm0002093,an0052554,tt0037096,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
18,1945,Acting,Mary Rafferty,False,False,nm0002093,an0055986,tt0038213,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
33,1960,Acting,Eleanor Roosevelt,False,False,nm0002093,an0051852,tt0054354,Greer,Garson,London, England,1904-09-29,White,Na,Straight,Best Actress,Mrs. Miniver,http://www.nndb.com/people/293/000044161/
12,1939,Acting,Scarlett O'Hara,True,False,nm0000046,an0047447,tt0031381,Vivien,Leigh,Darjeeling, India,1913-11-05,White,Roman Catholic,Straight,Best Actress,Gone with the Wind,http://www.nndb.com/people/470/000022404/
12,1939,Acting,Scarlett O'Hara,True,False,nm0000046,an0047447,tt0031381,Vivien,Leigh,Darjeeling, India,1913-11-05,White,Roman Catholic,Straight,Best Actress,A Streetcar Named Desire,http://www.nndb.com/people/470/000022404/
24,1951,Acting,Blanche DuBois,True,False,nm0000046,an0050660,tt0044081,Vivien,Leigh,Darjeeling, India,1913-11-05,White,Roman Catholic,Straight,Best Actress,Gone with the Wind,http://www.nndb.com/people/470/000022404/
24,1951,Acting,Blanche DuBois,True,False,nm0000046,an0050660,tt0044081,Vivien,Leigh,Darjeeling, India,1913-11-05,White,Roman Catholic,Straight,Best Actress,A Streetcar Named Desire,http://www.nndb.com/people/470/000022404/
12,1939,Acting,Melanie Hamilton,False,False,nm0000014,an0047458,tt0031381,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,To Each His Own,http://www.nndb.com/people/741/000022675/
12,1939,Acting,Melanie Hamilton,False,False,nm0000014,an0047458,tt0031381,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,The Heiress,http://www.nndb.com/people/741/000022675/
14,1941,Acting,Emmy Brown,False,False,nm0000014,an0056805,tt0033722,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,To Each His Own,http://www.nndb.com/people/741/000022675/
14,1941,Acting,Emmy Brown,False,False,nm0000014,an0056805,tt0033722,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,The Heiress,http://www.nndb.com/people/741/000022675/
19,1946,Acting,Jody Norris,True,False,nm0000014,an0047578,tt0039040,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,To Each His Own,http://www.nndb.com/people/741/000022675/
19,1946,Acting,Jody Norris,True,False,nm0000014,an0047578,tt0039040,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,The Heiress,http://www.nndb.com/people/741/000022675/
21,1948,Acting,Virginia Stuart Cunningham,False,False,nm0000014,an0049985,tt0040806,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,To Each His Own,http://www.nndb.com/people/741/000022675/
21,1948,Acting,Virginia Stuart Cunningham,False,False,nm0000014,an0049985,tt0040806,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,The Heiress,http://www.nndb.com/people/741/000022675/
22,1949,Acting,Catherine Sloper,True,False,nm0000014,an0056140,tt0041452,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,To Each His Own,http://www.nndb.com/people/741/000022675/
22,1949,Acting,Catherine Sloper,True,False,nm0000014,an0056140,tt0041452,Olivia,de,Tokyo, Japan,1916-07-01,White,Na,Straight,Best Actress,The Heiress,http://www.nndb.com/people/741/000022675/
12,1939,Acting,Mammy,True,False,nm0567408,an0047457,tt0031381,Hattie,McDaniel,Wichita, Ks,1893-06-10,Black,Christian,Matter of Dispute,Best Supporting Actress,Gone with the Wind,http://www.nndb.com/people/077/000063885/
12,1939,Directing,,True,False,nm0281808,an0047462,tt0031381,Victor,Fleming,Pasadena, Ca,1883-02-23,White,Na,Straight,Best Director,Gone with the Wind,http://www.nndb.com/people/416/000041293/
13,1940,Acting,Tom Joad,False,False,nm0000020,an0052926,tt0032551,Henry,Fonda,Grand Island, Ne,1905-05-16,White,Na,Straight,Best Actor,On Golden Pond,http://www.nndb.com/people/496/000026418/
54,1981,Acting,"Norman Thayer, Jr.",True,False,nm0000020,an0049726,tt0082846,Henry,Fonda,Grand Island, Ne,1905-05-16,White,Na,Straight,Best Actor,On Golden Pond,http://www.nndb.com/people/496/000026418/
13,1940,Acting,Mrs. de Winter,False,False,nm0000021,an0052931,tt0032976,Joan,Fontaine,Tokyo, Japan,1917-10-22,White,Na,Straight,Best Actress,Suspicion,http://www.nndb.com/people/487/000026409/
14,1941,Acting,Lina McLaidlaw,True,False,nm0000021,an0056803,tt0034248,Joan,Fontaine,Tokyo, Japan,1917-10-22,White,Na,Straight,Best Actress,Suspicion,http://www.nndb.com/people/487/000026409/
16,1943,Acting,Teresa 'Tessa' Sanger,False,False,nm0000021,an0049565,tt0035751,Joan,Fontaine,Tokyo, Japan,1917-10-22,White,Na,Straight,Best Actress,Suspicion,http://www.nndb.com/people/487/000026409/
13,1940,Acting,Kitty Foyle,True,False,nm0001677,an0052929,tt0032671,Ginger,Rogers,Independence, Mo,1911-07-16,White,Christian Science,Straight,Best Actress,Kitty Foyle,http://www.nndb.com/people/635/000043506/
13,1940,Acting,Kitty Foyle,True,False,nm0001677,an0052929,tt0032671,Ginger,Rogers,Independence, Mo,1911-07-16,White,Christian Science,Straight,Best Actress,Kitty Foyle,http://www.nndb.com/people/635/000043506/
13,1940,Acting,Ma Joad,True,False,nm0002034,an0052939,tt0032551,Jane,Darwell,Palmyra, Mo,1879-10-15,White,Na,Straight,Best Supporting Actress,The Grapes of Wrath,http://www.nndb.com/people/078/000063886/
14,1941,Acting,John P. Merrick,False,False,nm0002013,an0056810,tt0033533,Charles,Coburn,Savannah, Ga,1877-06-17,White,Na,Straight,Best Supporting Actor,The More the Merrier,http://www.nndb.com/people/127/000063935/
16,1943,Acting,Benjamin Dingle,True,False,nm0002013,an0049567,tt0036172,Charles,Coburn,Savannah, Ga,1877-06-17,White,Na,Straight,Best Supporting Actor,The More the Merrier,http://www.nndb.com/people/127/000063935/
19,1946,Acting,Alexander Gow,False,False,nm0002013,an0047584,tt0038578,Charles,Coburn,Savannah, Ga,1877-06-17,White,Na,Straight,Best Supporting Actor,The More the Merrier,http://www.nndb.com/people/127/000063935/
14,1941,Acting,Mr. Morgan,True,False,nm0187981,an0056808,tt0033729,Donald,Crisp,London, England,1880-07-27,White,Na,Straight,Best Supporting Actor,How Green Was My Valley,http://www.nndb.com/people/689/000031596/
14,1941,Acting,Sandra Kovak,True,False,nm0000802,an0056813,tt0033677,Mary,Astor,Quincy, Il,1906-05-03,White,Roman Catholic,Straight,Best Supporting Actress,The Great Lie,http://www.nndb.com/people/690/000042564/
14,1941,Acting,Sandra Kovak,True,False,nm0000802,an0056813,tt0033677,Mary,Astor,Quincy, Il,1906-05-03,White,Roman Catholic,Straight,Best Supporting Actress,The Great Lie,http://www.nndb.com/people/690/000042564/
